date, time, chamber,TA,Null,CO2L,DiffP,TS,Null,SoilM,CO2Flow,CO2CChamb,DPCChamb,LCO2slope,ValveTime,CondWater,TBox,doorcnt
2014-02-13,00:08:09, 8 ,-51.1 , 1 , 447 ,-23.4 , 1 , 1 ,-7.1 , 0 , 442.7 , 20.7 , 0.4853723 , 0 , 4.31 , 24.6 , 0 
2014-02-13,00:08:09, 9 ,-51.1 , 1 , 436.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 435.7 , 20.6 , 1.001558 , 0 , 0 , 25.3 , 0 
2014-02-13,00:08:09, 10 , 25.9 , 1 , 433.6 ,-3.4 , 1 , 1 ,-7.1 , 0 , 429.8 , 20.6 , 1.034871 , 0 , 0 , 27 , 0 
2014-02-13,00:08:09, 11 , 26 , 1 , 454.9 ,-17.8 , 1 , 1 ,-7.1 , 0 , 449.7 , 20.6 , 1.017633 , 0 , 0 , 27.3 , 0 
2014-02-13,00:08:09, 12 , 82.8 , 1 , 447.3 ,-5 , 1 , 1 ,-7.1 , 0 , 443.9 , 21.6 , 0.9918616 , 0 , 0 , 26.8 , 0 
2014-02-13,00:08:09, 13 , 440.3 , 99.8 , 21.2 , 101.7 , 20.6 , 20.6 , 27 , 0 , 0 , 422.7 , 0 ,
2014-02-13,00:09:09, 1 ,-51.1 , 1 , 454.6 ,-22.1 , 1 , 1 ,-7.1 , 0 , 449.7 , 22.9 , 0.9903694 , 0 , 0 , 29.3 , 0 
2014-02-13,00:09:09, 2 ,-51.1 , 1 , 444 ,-5.5 , 1 , 1 ,-7.1 , 0 , 441.5 , 22.6 , 1.004512 , 0 , 0 , 28.2 , 0 
2014-02-13,00:09:09, 3 , 26.3 , 1 , 438.2 ,-5.9 , 1 , 1 ,-7.1 , 0 , 436.8 , 21.9 , 0.5078151 , 0 , 0 , 27 , 0 
2014-02-13,00:09:09, 4 , 27 , 1 , 437.8 ,-8.5 , 1 , 1 ,-7.1 , 0 , 435.7 , 22.6 , 1.015767 , 0 , 5.16 , 27.3 , 0 
2014-02-13,00:09:09, 5 , 149.2 , 1 , 462.3 ,-10.3 , 1 , 1 ,-7.1 , 0 , 459.1 , 22.1 , 1.018374 , 0 , 0 , 27.5 , 0 
2014-02-13,00:09:09, 6 , 26.2 , 1 , 439.2 ,-16.2 , 1 , 1 ,-7.1 , 0 , 440.3 , 21.8 , 0.4901578 , 0 , 4.06 , 27 , 0 
2014-02-13,00:09:09, 7 , 26.5 , 1 , 438.3 ,-13.3 , 1 , 1 ,-7.1 , 0 , 441.5 , 20.4 , 0.5086749 , 0 , 0 , 25.2 , 0 
2014-02-13,00:09:09, 8 ,-51.1 , 1 , 447.5 ,-23.4 , 1 , 1 ,-7.1 , 0 , 442.7 , 20.7 , 0.4853723 , 0 , 4.31 , 24.6 , 0 
2014-02-13,00:09:09, 9 ,-51.1 , 1 , 436.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 435.7 , 20.6 , 1.001558 , 0 , 4.58 , 25.3 , 0 
2014-02-13,00:09:09, 10 , 25.9 , 1 , 433.6 ,-3.4 , 1 , 1 ,-7.1 , 0 , 429.8 , 20.6 , 1.034871 , 0 , 4.93 , 27 , 0 
2014-02-13,00:09:09, 11 , 26.1 , 1 , 454.9 ,-17.6 , 1 , 1 ,-7.1 , 0 , 449.7 , 20.6 , 1.017633 , 0 , 4.5 , 27.3 , 0 
2014-02-13,00:09:09, 12 , 82.4 , 1 , 447.3 ,-5 , 1 , 1 ,-7.1 , 0 , 443.9 , 21.6 , 0.9918616 , 0 , 0 , 26.8 , 0 
2014-02-13,00:09:09, 13 , 441.5 , 99.7 , 21.2 , 101.7 , 20.6 , 20.6 , 27 , 0 , 0 , 422.7 , 0 ,
2014-02-13,00:10:09, 1 ,-51.1 , 1 , 454.6 ,-22.3 , 1 , 1 ,-7.1 , 0 , 449.7 , 22.9 , 0.9903694 , 0 , 0 , 29.2 , 0 
2014-02-13,00:10:09, 2 ,-51.1 , 1 , 444 ,-5.5 , 1 , 1 ,-7.1 , 0 , 441.5 , 22.6 , 1.004512 , 0 , 4.15 , 28.2 , 0 
2014-02-13,00:10:09, 3 , 26.4 , 1 , 438.8 ,-5.9 , 1 , 1 ,-7.1 , 0 , 436.8 , 21.9 , 0.5078151 , 0 , 3.36 , 27 , 0 
2014-02-13,00:10:09, 4 , 27.1 , 1 , 437.8 ,-8.5 , 1 , 1 ,-7.1 , 0 , 435.7 , 22.6 , 1.015767 , 0 , 0 , 27.3 , 0 
2014-02-13,00:10:09, 5 , 149.2 , 1 , 462.3 ,-10.3 , 1 , 1 ,-7.1 , 0 , 459.1 , 22.1 , 1.018374 , 0 , 0 , 27.5 , 0 
2014-02-13,00:10:09, 6 , 26.2 , 1 , 440.2 ,-16.4 , 1 , 1 ,-7.1 , 0 , 440.3 , 21.8 , 0.4901578 , 0 , 0 , 27 , 0 
2014-02-13,00:10:09, 7 , 26.4 , 1 , 446.6 ,-13.3 , 1 , 1 ,-7.1 , 0 , 441.5 , 20.4 , 0.5086749 , 0 , 0 , 25.2 , 0 
2014-02-13,00:10:09, 8 ,-51.1 , 1 , 448.5 ,-23.4 , 1 , 1 ,-7.1 , 0 , 448.6 , 20.7 , 0.4861476 , 0 , 0 , 24.6 , 0 
2014-02-13,00:10:09, 9 ,-51.1 , 1 , 437.7 ,-2.9 , 1 , 1 ,-7.1 , 0 , 435.7 , 20.6 , 1.001558 , 0 , 0 , 25.3 , 0 
2014-02-13,00:10:09, 10 , 25.9 , 1 , 433.6 ,-3.4 , 1 , 1 ,-7.1 , 0 , 429.8 , 20.6 , 1.034871 , 0 , 0 , 27 , 0 
2014-02-13,00:10:09, 11 , 26.1 , 1 , 455.9 ,-17.6 , 1 , 1 ,-7.1 , 0 , 449.7 , 20.6 , 1.017633 , 0 , 0 , 27.4 , 0 
2014-02-13,00:10:09, 12 , 82 , 1 , 447.3 ,-5 , 1 , 1 ,-7.1 , 0 , 443.9 , 21.6 , 0.9918616 , 0 , 6.4 , 26.8 , 0 
2014-02-13,00:10:09, 13 , 448.6 , 99.7 , 21.2 , 101.7 , 20.6 , 20.6 , 27 , 0 , 0 , 422.7 , 0 ,
2014-02-13,00:11:09, 1 ,-51.1 , 1 , 455.6 ,-22.3 , 1 , 1 ,-7.1 , 0 , 449.7 , 22.9 , 0.9903694 , 0 , 4.66 , 29.2 , 0 
2014-02-13,00:11:09, 2 ,-51.1 , 1 , 445 ,-5.5 , 1 , 1 ,-7.1 , 0 , 441.5 , 22.6 , 1.004512 , 0 , 0 , 28.2 , 0 
